,name,company,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,selling_price
6429,Chevrolet Spark 1.0 LT Option Pack w/ Airbag,Chevrolet,2009,30000.0,Petrol,Individual,Manual,First Owner,16.5,995.0,63.0,5.0,200000.0
6430,Skoda Rapid 1.5 TDI Ambition BSIV,Skoda,2018,35000.0,Diesel,Individual,Manual,First Owner,21.13,1498.0,108.6,5.0,900000.0
6431,Maruti 800 Std,Maruti,2003,50000.0,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4.0,50000.0
6432,Renault Duster 110PS Diesel RxZ,Renault,2012,100000.0,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0,450000.0
6433,Mahindra XUV500 W8 4WD,Mahindra,2012,80000.0,Diesel,Individual,Manual,Third Owner,15.1,2179.0,140.0,7.0,650000.0
6434,Volkswagen CrossPolo 1.5 TDI,Volkswagen,2014,84000.0,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.5,5.0,300000.0
6435,Ford Fiesta 1.5 TDCi Ambiente,Ford,2014,60000.0,Diesel,Individual,Manual,First Owner,25.01,1498.0,89.75,5.0,425000.0
6436,Maruti Zen VXI,Maruti,1998,50000.0,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5.0,55000.0
6437,Hyundai i10 Magna 1.2 iTech SE,Hyundai,2011,60000.0,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,200000.0
6438,Mahindra XUV500 W10 2WD,Mahindra,2015,100000.0,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,975000.0
6439,Mahindra Bolero 2011-2019 SLX,Mahindra,2013,70000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,450000.0
6440,Mahindra Bolero 2011-2019 ZLX,Mahindra,2014,82500.0,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,600000.0
6441,Mahindra Bolero 2011-2019 Plus AC,Mahindra,2014,76000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,9.0,550000.0
6442,Tata Indica Vista Terra Quadrajet 1.3L BS IV,Tata,2011,87000.0,Diesel,Individual,Manual,First Owner,18.0,1248.0,75.0,5.0,180000.0
6443,Mahindra Xylo E4,Mahindra,2010,120000.0,Diesel,Individual,Manual,First Owner,14.0,2498.0,112.0,7.0,300000.0
6444,Tata Zest Revotron 1.2T XM,Tata,2016,70000.0,Petrol,Individual,Manual,Second Owner,17.57,1193.0,88.7,5.0,350000.0
6445,Maruti Swift Dzire VDI,Maruti,2014,90000.0,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,465000.0
6446,Tata Manza Aura (ABS) Quadrajet BS IV,Tata,2010,188000.0,Diesel,Individual,Manual,Second Owner,21.12,1248.0,88.8,5.0,200000.0
6447,Chevrolet Enjoy TCDi LS 8 Seater,Chevrolet,2014,120000.0,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.8,8.0,350000.0
6448,Honda City i VTEC V,Honda,2015,80000.0,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0,650000.0
6449,Hyundai i10 Magna,Hyundai,2010,123278.0,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,150000.0
6450,Honda City i DTEC V,Honda,2014,100000.0,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5.0,560000.0
6451,Hyundai i20 Active 1.4 SX with AVN,Hyundai,2015,90000.0,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5.0,625000.0
6452,Ford Figo Diesel Titanium,Ford,2012,110000.0,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,220000.0
6453,Ford Figo Diesel Celebration Edition,Ford,2013,110000.0,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,5.0,250000.0
6454,Tata Zest Quadrajet 1.3 XT,Tata,2018,70000.0,Diesel,Individual,Manual,First Owner,20.65,1248.0,88.7,5.0,575000.0
6455,Mahindra XUV500 W8 AWD,Mahindra,2015,65000.0,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,1050000.0
6456,Jaguar XF 2.2 Litre Luxury,Jaguar,2015,70000.0,Diesel,Individual,Automatic,Second Owner,16.36,2179.0,187.7,5.0,3000000.0
6457,Tata New Safari DICOR 2.2 LX 4x2,Tata,2012,90000.0,Diesel,Individual,Manual,Third Owner,11.57,2179.0,138.1,7.0,200000.0
6458,Maruti Alto 800 VXI,Maruti,2016,50000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,262000.0
6459,Hyundai EON Era Plus,Hyundai,2018,33000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,299000.0
6460,Maruti Alto 800 LXI,Maruti,2015,26500.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,250000.0
6461,Hyundai Santro Xing GLS,Hyundai,2011,60000.0,Petrol,Individual,Manual,Fourth & Above Owner,17.92,1086.0,62.1,5.0,140000.0
6462,Maruti Swift Dzire VDI,Maruti,2013,70000.0,Diesel,Individual,Manual,Third Owner,23.4,1248.0,74.0,5.0,360000.0
6463,Datsun GO A,Datsun,2015,80000.0,Petrol,Individual,Manual,First Owner,20.63,1198.0,67.06,5.0,210000.0
6464,Hyundai i20 1.4 Sportz,Hyundai,2017,60000.0,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,600000.0
6465,Skoda Fabia 1.2L Diesel Ambiente,Skoda,2011,100000.0,Diesel,Individual,Manual,First Owner,19.5,1199.0,75.0,5.0,210000.0
6466,Volkswagen Vento Diesel Comfortline,Volkswagen,2011,80000.0,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,300000.0
6467,Hyundai Grand i10 Asta,Hyundai,2016,35000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,450000.0
6468,Ford Endeavour 3.2 Titanium AT 4X4,Ford,2018,35000.0,Diesel,Individual,Automatic,First Owner,10.91,3198.0,197.0,7.0,3200000.0
6469,Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,2019,10000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,550000.0
6470,Tata Indica Vista Aura 1.3 Quadrajet (ABS),Tata,2011,80000.0,Diesel,Individual,Manual,First Owner,18.0,1248.0,75.0,5.0,100000.0
6471,Hyundai EON Era Plus,Hyundai,2012,50000.0,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,185000.0
6472,Maruti Wagon R LX BSIII,Maruti,2006,90000.0,Petrol,Individual,Manual,Second Owner,17.3,1061.0,64.0,5.0,80000.0
6473,Maruti Alto 800 VXI,Maruti,2017,80000.0,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,295000.0
6474,Renault KWID Climber 1.0 MT,Renault,2017,25000.0,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,360000.0
6475,Maruti Alto K10 2010-2014 VXI,Maruti,2014,70000.0,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,210000.0
6476,Hyundai Elite i20 Petrol CVT Magna Executive,Hyundai,2019,80000.0,Petrol,Individual,Automatic,First Owner,17.4,1197.0,81.86,5.0,585000.0
6477,Volkswagen Polo Select 1.5 TDI Highline,Volkswagen,2016,50000.0,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.7,5.0,560000.0
6478,Honda City i DTEC S,Honda,2015,70000.0,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5.0,600000.0
6479,Datsun GO T BSIV,Datsun,2017,60000.0,Petrol,Individual,Manual,First Owner,20.63,1198.0,67.0,5.0,330000.0
6480,Hyundai Verna VTVT 1.6 SX,Hyundai,2019,15000.0,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,5.0,990000.0
6481,Toyota Etios Diesel TRD Sportivo,Toyota,2012,90000.0,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.1,5.0,300000.0
6482,Tata Nexon 1.2 Revotron XM,Tata,2018,28000.0,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0,650000.0
6483,Hyundai Elite i20 Sportz Plus CVT BSIV,Hyundai,2019,20000.0,Petrol,Individual,Automatic,First Owner,17.4,1197.0,81.86,5.0,695000.0
6484,Hyundai Grand i10 CRDi Magna,Hyundai,2014,60000.0,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,300000.0
6485,Maruti Alto 800 LXI,Maruti,2015,22000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,270000.0
6486,Tata New Safari DICOR 2.2 EX 4x2,Tata,2010,70000.0,Diesel,Individual,Manual,Second Owner,11.57,2179.0,138.1,7.0,185000.0
6487,Chevrolet Sail Hatchback LT ABS,Chevrolet,2013,80000.0,Diesel,Individual,Manual,First Owner,22.1,1248.0,76.9,5.0,200000.0
6488,Maruti Wagon R LXI CNG Optional,Maruti,2019,35000.0,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5.0,459999.0
6489,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Tata,2018,60000.0,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,5.0,860000.0
6490,Tata Tiago 1.2 Revotron XE,Tata,2018,20000.0,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,400000.0
6491,Maruti Ritz VDi,Maruti,2013,142000.0,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,5.0,240000.0
6492,Maruti Swift Dzire ZDI,Maruti,2015,72000.0,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,570000.0
6493,Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,2018,90000.0,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,850000.0
6494,Ford Figo Diesel Titanium,Ford,2011,80000.0,Diesel,Individual,Manual,Third Owner,20.0,1399.0,68.0,5.0,155000.0
6495,Hyundai i20 1.4 CRDi Asta,Hyundai,2011,125000.0,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5.0,270000.0
6496,Maruti Ciaz ZXi Plus,Maruti,2015,33000.0,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0,610000.0
6497,Hyundai Creta 1.6 CRDi SX Option,Hyundai,2015,50000.0,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,1000000.0
6498,Mahindra Scorpio LX,Mahindra,2012,120000.0,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,9.0,450000.0
6499,Hyundai Xcent 1.2 CRDi E,Hyundai,2018,35000.0,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,5.0,500000.0
6500,Honda Amaze S Diesel BSIV,Honda,2018,43000.0,Diesel,Individual,Manual,First Owner,27.4,1498.0,98.63,5.0,700000.0
6501,Maruti Alto LXi,Maruti,2007,60000.0,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,135000.0
6502,Mahindra Scorpio LX,Mahindra,2012,148000.0,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,9.0,430000.0
6503,Hyundai Verna 1.6 SX CRDi (O),Hyundai,2014,70000.0,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,625000.0
6504,Nissan Sunny XL,Nissan,2011,96000.0,Petrol,Individual,Manual,First Owner,16.95,1498.0,97.7,5.0,280000.0
6505,Mahindra Scorpio 1.99 S6 Plus,Mahindra,2015,70000.0,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7.0,800000.0
6506,Maruti Ritz VDi,Maruti,2012,70000.0,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,5.0,220000.0
6507,Maruti Ignis 1.2 Alpha BSIV,Maruti,2017,18484.0,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0,620000.0
6508,Tata Safari DICOR 2.2 EX 4x2,Tata,2011,70000.0,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7.0,300000.0
6509,Maruti Alto LX,Maruti,2010,25000.0,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,180000.0
6510,Volkswagen Polo Diesel Highline 1.2L,Volkswagen,2013,120000.0,Diesel,Individual,Manual,Third Owner,22.07,1199.0,73.9,5.0,250000.0
6511,Maruti Swift Dzire LXI,Maruti,2017,55000.0,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,480000.0
6512,Ford EcoSport 1.5 Petrol Titanium BSIV,Ford,2019,10000.0,Petrol,Individual,Manual,Second Owner,17.0,1497.0,121.31,5.0,885000.0
6513,Mahindra KUV 100 D75 K8,Mahindra,2020,60000.0,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6.0,550000.0
6514,Maruti Swift Dzire ZDI Plus,Maruti,2018,30000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,800000.0
6515,Hyundai Santro Xing GLS,Hyundai,2013,65000.0,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,180000.0
6516,Maruti Estilo LXI,Maruti,2010,27000.0,Petrol,Individual,Manual,First Owner,21.9,1396.0,88.76,5.0,200000.0
6517,Hyundai i20 Sportz 1.4 CRDi,Hyundai,2012,50000.0,Diesel,Individual,Manual,Second Owner,21.9,1396.0,88.76,5.0,380000.0
6518,Tata Tiago NRG Petrol AMT,Tata,2019,2560.0,Petrol,Individual,Automatic,First Owner,24.0,1199.0,83.81,5.0,520000.0
6519,Maruti Alto LX,Maruti,2004,60000.0,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,90000.0
6520,Maruti Wagon R VXI BS IV,Maruti,2016,80000.0,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,330000.0
6521,Maruti 800 DX,Maruti,1999,50000.0,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,40000.0
6522,Chevrolet Enjoy TCDi LS 8 Seater,Chevrolet,2015,120000.0,Diesel,Individual,Manual,First Owner,18.2,1248.0,73.8,8.0,370000.0
6523,Honda City V MT,Honda,2009,120000.0,Petrol,Individual,Manual,Second Owner,16.8,1497.0,116.3,5.0,290000.0
6524,Hyundai EON Magna Plus,Hyundai,2013,47000.0,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,215000.0
6525,Tata Hexa XT,Tata,2017,45000.0,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,1282000.0
6526,Toyota Innova 2.5 GX 8 STR,Toyota,2012,90000.0,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8.0,610000.0
6527,Hyundai i20 Asta 1.4 CRDi,Hyundai,2013,110000.0,Diesel,Individual,Manual,Second Owner,21.27,1396.0,88.76,5.0,380000.0
6528,Mahindra Scorpio 1.99 S10,Mahindra,2017,95000.0,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7.0,1250000.0
6529,Hyundai Verna 1.6 CRDI,Hyundai,2012,103655.0,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.3,5.0,400000.0
6530,Hyundai i20 Petrol CVT Asta,Hyundai,2018,25000.0,Petrol,Individual,Automatic,Second Owner,17.4,1197.0,81.86,5.0,700000.0
6531,Renault Duster 110PS Diesel RxZ,Renault,2014,80000.0,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0,650000.0
6532,Tata Nano Twist XT,Tata,2014,50000.0,Petrol,Individual,Manual,Second Owner,25.4,624.0,37.5,4.0,95000.0
6533,Mahindra XUV500 W10 2WD,Mahindra,2015,56975.0,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,1147000.0
6534,Hyundai Santro Xing GL,Hyundai,2010,110000.0,Petrol,Individual,Manual,First Owner,0.0,1086.0,62.0,5.0,150000.0
6535,Maruti Alto LX BSIII,Maruti,2008,80000.0,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,120000.0
6536,Hyundai Santro AT CNG,Hyundai,2003,74770.0,CNG,Individual,Manual,Third Owner,17.8,1399.0,68.0,5.0,130000.0
6537,Ford Fiesta EXi 1.4 TDCi Ltd,Ford,2010,187000.0,Diesel,Dealer,Manual,Second Owner,17.8,1399.0,68.0,5.0,180000.0
6538,Ford Fiesta Classic 1.4 Duratorq LXI,Ford,2013,69000.0,Diesel,Dealer,Manual,First Owner,18.6,1388.0,67.0,5.0,325000.0
6539,Ford EcoSport 1.5 TDCi Titanium BSIV,Ford,2015,206000.0,Diesel,Dealer,Manual,First Owner,22.77,1498.0,98.59,5.0,550000.0
6540,Ford EcoSport 1.5 TDCi Signature BSIV,Ford,2018,27000.0,Diesel,Dealer,Manual,First Owner,22.77,1498.0,98.59,5.0,950000.0
6541,Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,2014,132000.0,Diesel,Dealer,Manual,Second Owner,22.7,1498.0,89.84,5.0,500000.0
6542,Ford Aspire Titanium Diesel BSIV,Ford,2017,75000.0,Diesel,Dealer,Manual,First Owner,26.1,1498.0,99.23,5.0,725000.0
6543,Ford Figo Aspire Titanium,Ford,2015,18000.0,Petrol,Dealer,Manual,Second Owner,18.5,1194.0,94.93,5.0,500000.0
6544,Mahindra Verito 1.5 D2 BSIII,Mahindra,2011,218000.0,Diesel,Individual,Manual,First Owner,21.0,1461.0,64.1,5.0,180000.0
6545,Hyundai i20 2015-2017 Magna 1.4 CRDi,Hyundai,2016,10000.0,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,650000.0
6546,Maruti Swift VDi BSIII W/ ABS,Maruti,2010,80000.0,Diesel,Individual,Manual,First Owner,17.8,1248.0,75.0,5.0,285000.0
6547,Mahindra Verito 1.5 D2 BSIII,Mahindra,2011,215000.0,Diesel,Individual,Manual,First Owner,21.0,1461.0,64.1,5.0,210000.0
6548,Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,2012,137000.0,Diesel,Individual,Manual,First Owner,17.8,1399.0,67.0,5.0,200000.0
6549,Volkswagen Vento Diesel Highline,Volkswagen,2011,65000.0,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,295000.0
6550,Honda City 2017-2020 GXi,Honda,2007,120000.0,Petrol,Individual,Manual,Third Owner,17.7,1497.0,78.0,5.0,160000.0
6551,Maruti Celerio VXI AT,Maruti,2017,10000.0,Petrol,Individual,Automatic,First Owner,23.1,998.0,67.04,5.0,450000.0
6552,Datsun GO Plus A,Datsun,2016,20000.0,Petrol,Individual,Manual,First Owner,20.62,1198.0,67.0,7.0,385000.0
6553,Ford Fiesta Classic 1.4 Duratorq LXI,Ford,2011,93500.0,Diesel,Individual,Manual,Second Owner,18.6,1388.0,67.0,5.0,350000.0
6554,Jaguar XE 2016-2019 2.0L Diesel Prestige,Jaguar,2017,9000.0,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,2711000.0
6555,Lexus ES 300h,Lexus,2019,20000.0,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,5150000.0
6556,Jaguar XF 2.0 Diesel Portfolio,Jaguar,2017,45000.0,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,3200000.0
6557,Tata Safari Storme EX,Tata,2015,110000.0,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,503000.0
6558,Volvo XC40 D4 Inscription BSIV,Volvo,2019,20000.0,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,3800000.0
6559,Toyota Camry 2.5 Hybrid,Toyota,2016,68089.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,2000000.0
6560,Maruti Wagon R LXI,Maruti,2013,58343.0,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,225000.0
6561,Maruti Baleno Alpha 1.3,Maruti,2018,38817.0,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,740000.0
6562,Honda Jazz VX,Honda,2016,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,550000.0
6563,Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,2013,79328.0,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,750000.0
6564,Maruti Swift AMT VVT VXI,Maruti,2019,5621.0,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,650000.0
6565,Toyota Etios VX,Toyota,2017,25538.0,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,625000.0
6566,Maruti Swift AMT ZXI,Maruti,2018,69779.0,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,600000.0
6567,Hyundai Grand i10 1.2 CRDi Sportz,Hyundai,2017,56290.0,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,450000.0
6568,BMW X4 M Sport X xDrive20d,BMW,2019,7500.0,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,5400000.0
6569,BMW X4 M Sport X xDrive20d,BMW,2019,8500.0,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,5500000.0
6570,Honda Amaze V CVT Petrol BSIV,Honda,2019,7032.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,779000.0
6571,Skoda Rapid 1.6 MPI AT Elegance,Skoda,2016,11000.0,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,645000.0
6572,Volvo V40 D3 R-Design,Volvo,2018,2000.0,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,2475000.0
6573,Jaguar XE 2016-2019 2.0L Diesel Prestige,Jaguar,2017,9000.0,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,2711000.0
6574,Lexus ES 300h,Lexus,2019,20000.0,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,5150000.0
6575,Jaguar XF 2.0 Diesel Portfolio,Jaguar,2017,45000.0,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,3200000.0
6576,Tata Safari Storme EX,Tata,2015,110000.0,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,503000.0
6577,Volvo XC40 D4 Inscription BSIV,Volvo,2019,20000.0,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,3800000.0
6578,Toyota Camry 2.5 Hybrid,Toyota,2016,68089.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,2000000.0
6579,Maruti Wagon R LXI,Maruti,2013,58343.0,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,225000.0
6580,Maruti Baleno Alpha 1.3,Maruti,2018,38817.0,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,740000.0
6581,Honda Jazz VX,Honda,2016,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,550000.0
6582,Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,2013,79328.0,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,750000.0
6583,Maruti Swift AMT VVT VXI,Maruti,2019,5621.0,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,650000.0
6584,Toyota Etios VX,Toyota,2017,25538.0,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,625000.0
6585,Maruti Swift AMT ZXI,Maruti,2018,69779.0,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,600000.0
6586,Hyundai Grand i10 1.2 CRDi Sportz,Hyundai,2017,56290.0,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,450000.0
6587,BMW X4 M Sport X xDrive20d,BMW,2019,7500.0,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,5400000.0
6588,BMW X4 M Sport X xDrive20d,BMW,2019,8500.0,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,5500000.0
6589,Honda Amaze V CVT Petrol BSIV,Honda,2019,7032.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,779000.0
6590,Skoda Rapid 1.6 MPI AT Elegance,Skoda,2016,11000.0,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,645000.0
6591,Volvo V40 D3 R-Design,Volvo,2018,2000.0,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,2475000.0
6592,Maruti Swift Dzire LDI,Maruti,2019,70000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,558000.0
6593,Hyundai Santro Xing GLS,Hyundai,2010,56000.0,Petrol,Individual,Manual,Third Owner,17.92,1086.0,62.1,5.0,165000.0
6594,Hyundai i20 Sportz 1.4 CRDi,Hyundai,2012,80000.0,Diesel,Individual,Manual,Second Owner,21.9,1396.0,88.76,5.0,300000.0
6595,Hyundai Santro Magna BSIV,Hyundai,2019,5000.0,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,500000.0
6596,Mahindra XUV500 W8 4WD,Mahindra,2012,100000.0,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,900000.0
6597,BMW X5 3.0d,BMW,2008,60000.0,Diesel,Individual,Automatic,Third Owner,11.0,2993.0,235.0,5.0,830000.0
6598,BMW 5 Series 520d Sedan,BMW,2008,70000.0,Diesel,Individual,Automatic,Third Owner,21.14,1498.0,103.52,5.0,890000.0
6599,Skoda Rapid 1.5 TDI Ambition,Skoda,2014,65000.0,Diesel,Individual,Manual,Second Owner,21.14,1498.0,103.52,5.0,640000.0
6600,Mahindra Scorpio S10 7 Seater,Mahindra,2015,70000.0,Diesel,Individual,Manual,Third Owner,15.4,2179.0,120.0,7.0,900000.0
6601,Chevrolet Enjoy TCDi LTZ 7 Seater,Chevrolet,2013,60000.0,Diesel,Individual,Manual,First Owner,18.2,1248.0,73.8,7.0,450000.0
6602,Maruti Ciaz 1.3 Alpha,Maruti,2018,82000.0,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,825000.0
6603,Tata Aria Pleasure 4x2,Tata,2013,80000.0,Diesel,Individual,Manual,Second Owner,13.7,2179.0,138.1,7.0,500000.0
6604,Mahindra KUV 100 mFALCON G80 K6 AW,Mahindra,2017,5000.0,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,6.0,325000.0
6605,Renault Duster 110PS Diesel RxL,Renault,2014,133000.0,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0,450000.0
6606,Honda WR-V i-VTEC VX,Honda,2017,25000.0,Petrol,Individual,Manual,Second Owner,17.5,1199.0,88.7,5.0,675000.0
6607,Tata Zest Revotron 1.2 XT,Tata,2017,15000.0,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,415000.0
6608,Hyundai Creta 1.4 CRDi S,Hyundai,2017,40000.0,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,1100000.0
6609,Volkswagen Ameo 1.2 MPI Comfortline,Volkswagen,2016,35000.0,Petrol,Individual,Manual,First Owner,17.0,1198.0,73.75,5.0,500000.0
6610,Mahindra Bolero 2011-2019 ZLX,Mahindra,2014,70000.0,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,509999.0
6611,Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,Mahindra,2007,152000.0,Diesel,Individual,Manual,Fourth & Above Owner,10.5,2609.0,120.0,9.0,200000.0
6612,Maruti 800 AC BSIII,Maruti,2007,100000.0,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,60000.0
